RA,Genero,Fase,Defasagem,Pedra,IAN,IDA,IEG,IAA,IPS,IPV,INDE,IPP,AnoRef
502,Feminino,1,1,Topázio,10.0,7.4,9.7,9.5,7.5,7.778,8.287,7.96875,2022
502,Feminino,1,1,Topázio,10.0,7.4,9.7,9.5,7.5,7.778,8.287,9.0625,2022
503,Masculino,1,-1,Ametista,5.0,8.8,10.0,8.5,7.5,7.5,7.95,6.9999999998,2022
503,Masculino,1,-1,Ametista,5.0,8.8,10.0,8.5,7.5,7.5,7.95,8.75,2022
503,Masculino,1,-1,Ametista,5.0,8.8,10.0,8.5,7.5,7.5,7.95,7.8125,2022
504,Feminino,1,0,Topázio,10.0,8.0,8.9,8.5,7.5,7.556,8.072,7.5,2022
504,Feminino,1,0,Topázio,10.0,8.0,8.9,8.5,7.5,7.556,8.072,7.5,2022
505,Feminino,1,-1,Ametista,5.0,8.4,8.0,9.5,7.5,7.556,7.591,8.03125,2022
506,Masculino,1,-2,Ametista,5.0,7.2,7.3,9.5,7.5,7.278,7.132,6.25,2022
506,Masculino,1,-2,Ametista,5.0,7.2,7.3,9.5,7.5,7.278,7.132,8.958333333,2022
507,Feminino,1,-1,Ametista,5.0,7.4,10.0,8.5,7.5,7.222,7.653,7.875,2022
508,Masculino,1,-1,Ágata,5.0,4.5,7.4,8.0,7.5,7.556,6.575,6.6249999998,2022
508,Masculino,1,-1,Ágata,5.0,4.5,7.4,8.0,7.5,7.556,6.575,8.333333333,2022
508,Masculino,1,-1,Ágata,5.0,4.5,7.4,8.0,7.5,7.556,6.575,7.65625,2022
509,Feminino,1,-2,Ametista,5.0,9.2,8.2,9.0,7.5,7.833,7.808,7.5625,2022
509,Feminino,1,-2,Ametista,5.0,9.2,8.2,9.0,7.5,7.833,7.808,8.958333333,2022
509,Feminino,1,-2,Ametista,5.0,9.2,8.2,9.0,7.5,7.833,7.808,8.28125,2022
510,Masculino,1,-2,Ametista,5.0,7.1,9.3,8.0,7.5,7.056,7.336,7.1458333334,2022
511,Feminino,1,-1,Ametista,5.0,5.3,10.0,8.0,7.5,7.056,7.094,7.3333333332,2022
512,Feminino,1,-1,Ametista,5.0,6.2,9.3,9.0,7.5,7.722,7.365,7.875,2022
513,Masculino,1,0,Topázio,10.0,8.3,9.6,9.0,5.6,7.778,8.229,7.5625,2022
513,Masculino,1,0,Topázio,10.0,8.3,9.6,9.0,5.6,7.778,8.229,8.541666667,2022
513,Masculino,1,0,Topázio,10.0,8.3,9.6,9.0,5.6,7.778,8.229,9.0625,2022
514,Feminino,1,0,Ametista,10.0,4.8,9.7,8.0,7.5,5.889,7.039,6.5,2022
514,Feminino,1,0,Ametista,10.0,4.8,9.7,8.0,7.5,5.889,7.039,5.0,2022
514,Feminino,1,0,Ametista,10.0,4.8,9.7,8.0,7.5,5.889,7.039,5.625,2022
515,Masculino,1,-2,Ágata,5.0,5.8,6.3,8.0,7.5,7.556,6.582,6.3333333332,2022
516,Masculino,1,0,Topázio,10.0,9.9,9.7,10.0,7.5,8.056,8.903,7.90625,2022
516,Masculino,1,0,Topázio,10.0,9.9,9.7,10.0,7.5,8.056,8.903,8.75,2022
516,Masculino,1,0,Topázio,10.0,9.9,9.7,10.0,7.5,8.056,8.903,8.541666667,2022
517,Feminino,1,-2,Ametista,5.0,7.7,9.5,6.9,7.5,7.833,7.604,7.9479166666,2022
517,Feminino,1,-2,Ametista,5.0,7.7,9.5,6.9,7.5,7.833,7.604,6.875,2022
517,Feminino,1,-2,Ametista,5.0,7.7,9.5,6.9,7.5,7.833,7.604,6.041666667,2022
518,Masculino,1,-1,Ametista,5.0,7.5,9.4,9.0,7.5,7.5,7.661,6.5208333334,2022
518,Masculino,1,-1,Ametista,5.0,7.5,9.4,9.0,7.5,7.5,7.661,8.125,2022
518,Masculino,1,-1,Ametista,5.0,7.5,9.4,9.0,7.5,7.5,7.661,7.083333333,2022
519,Masculino,1,0,Ametista,10.0,7.5,9.6,7.4,7.5,7.333,8.0,6.4166666666,2022
519,Masculino,1,0,Ametista,10.0,7.5,9.6,7.4,7.5,7.333,8.0,7.708333333,2022
520,Feminino,1,-1,Ametista,5.0,6.8,6.8,10.0,7.5,7.278,7.035,7.4791666666,2022
521,Masculino,1,0,Ametista,10.0,6.0,10.0,9.0,5.0,7.5,7.725,7.7916666666,2022
521,Masculino,1,0,Ametista,10.0,6.0,10.0,9.0,5.0,7.5,7.725,7.083333333,2022
521,Masculino,1,0,Ametista,10.0,6.0,10.0,9.0,5.0,7.5,7.725,6.666666667,2022
522,Masculino,1,0,Topázio,10.0,7.5,9.1,9.5,7.5,8.167,8.306,7.7083333334,2022
522,Masculino,1,0,Topázio,10.0,7.5,9.1,9.5,7.5,8.167,8.306,7.083333333,2022
522,Masculino,1,0,Topázio,10.0,7.5,9.1,9.5,7.5,8.167,8.306,8.4375,2022
523,Feminino,1,-1,Ametista,5.0,6.5,9.5,10.0,7.5,7.556,7.591,7.5625,2022
524,Masculino,1,-1,Ágata,5.0,9.1,9.4,0.0,5.0,8.056,6.947,7.8958333332,2022
524,Masculino,1,-1,Ágata,5.0,9.1,9.4,0.0,5.0,8.056,6.947,8.333333333,2022
524,Masculino,1,-1,Ágata,5.0,9.1,9.4,0.0,5.0,8.056,6.947,8.333333333,2022
525,Feminino,1,-1,Ametista,5.0,8.6,9.3,9.0,7.5,8.167,8.013,8.0625,2022
525,Feminino,1,-1,Ametista,5.0,8.6,9.3,9.0,7.5,8.167,8.013,8.958333333,2022
526,Masculino,1,-2,Topázio,5.0,8.0,9.9,10.0,7.5,8.167,8.079,8.2187499998,2022
526,Masculino,1,-2,Topázio,5.0,8.0,9.9,10.0,7.5,8.167,8.079,8.75,2022
526,Masculino,1,-2,Topázio,5.0,8.0,9.9,10.0,7.5,8.167,8.079,7.291666667,2022
527,Feminino,1,0,Ametista,10.0,6.5,10.0,8.5,7.5,7.5,8.025,6.4375,2022
527,Feminino,1,0,Ametista,10.0,6.5,10.0,8.5,7.5,7.5,8.025,7.5,2022
527,Feminino,1,0,Ametista,10.0,6.5,10.0,8.5,7.5,7.5,8.025,8.125,2022
528,Masculino,1,-1,Quartzo,5.0,4.0,6.2,0.0,7.5,6.944,5.335,6.8750000002,2022
528,Masculino,1,-1,Quartzo,5.0,4.0,6.2,0.0,7.5,6.944,5.335,8.75,2022
528,Masculino,1,-1,Quartzo,5.0,4.0,6.2,0.0,7.5,6.944,5.335,7.291666667,2022
529,Masculino,1,-2,Ágata,5.0,5.2,8.9,8.5,5.0,6.556,6.51,6.71875,2022
529,Masculino,1,-2,Ágata,5.0,5.2,8.9,8.5,5.0,6.556,6.51,5.78125,2022
529,Masculino,1,-2,Ágata,5.0,5.2,8.9,8.5,5.0,6.556,6.51,4.791666667,2022
530,Masculino,1,-1,Topázio,5.0,8.9,9.0,10.0,7.5,9.056,8.338,8.8854166666,2022
530,Masculino,1,-1,Topázio,5.0,8.9,9.0,10.0,7.5,9.056,8.338,7.708333333,2022
530,Masculino,1,-1,Topázio,5.0,8.9,9.0,10.0,7.5,9.056,8.338,7.083333333,2022
531,Masculino,1,-1,Ametista,5.0,7.8,9.8,9.5,7.5,8.167,8.057,6.9375,2022
531,Masculino,1,-1,Ametista,5.0,7.8,9.8,9.5,7.5,8.167,8.057,8.75,2022
531,Masculino,1,-1,Ametista,5.0,7.8,9.8,9.5,7.5,8.167,8.057,7.96875,2022
532,Feminino,1,0,Ametista,10.0,5.5,9.7,9.5,7.5,7.167,7.792,6.5,2022
533,Masculino,1,-1,Ágata,5.0,6.0,8.8,8.5,5.6,7.333,6.962,6.9270833332,2022
533,Masculino,1,-1,Ágata,5.0,6.0,8.8,8.5,5.6,7.333,6.962,7.5,2022
534,Feminino,1,-2,Ametista,5.0,7.1,7.4,9.0,7.5,7.333,7.131,7.2916666666,2022
534,Feminino,1,-2,Ametista,5.0,7.1,7.4,9.0,7.5,7.333,7.131,8.125,2022
534,Feminino,1,-2,Ametista,5.0,7.1,7.4,9.0,7.5,7.333,7.131,7.5,2022
535,Feminino,1,-1,Ágata,5.0,5.1,9.2,9.0,7.5,6.917,6.953,6.3125,2022
535,Feminino,1,-1,Ágata,5.0,5.1,9.2,9.0,7.5,6.917,6.953,8.125,2022
535,Feminino,1,-1,Ágata,5.0,5.1,9.2,9.0,7.5,6.917,6.953,7.96875,2022
536,Feminino,1,-1,Ametista,5.0,6.0,8.9,9.5,5.6,7.75,7.106,7.5520833332,2022
536,Feminino,1,-1,Ametista,5.0,6.0,8.9,9.5,5.6,7.75,7.106,8.333333333,2022
536,Feminino,1,-1,Ametista,5.0,6.0,8.9,9.5,5.6,7.75,7.106,7.1875,2022
537,Masculino,1,-1,Ágata,5.0,4.8,9.0,9.5,4.4,7.167,6.641,6.166666666599999,2022
538,Masculino,1,-2,Ágata,5.0,6.8,7.5,8.5,5.6,5.583,6.309,6.5625,2022
538,Masculino,1,-2,Ágata,5.0,6.8,7.5,8.5,5.6,5.583,6.309,7.916666667,2022
538,Masculino,1,-2,Ágata,5.0,6.8,7.5,8.5,5.6,5.583,6.309,5.625,2022
539,Feminino,1,-1,Ametista,5.0,7.5,9.3,8.5,6.9,8.417,7.665,8.1875,2022
539,Feminino,1,-1,Ametista,5.0,7.5,9.3,8.5,6.9,8.417,7.665,9.166666667,2022
539,Feminino,1,-1,Ametista,5.0,7.5,9.3,8.5,6.9,8.417,7.665,8.75,2022
540,Feminino,1,-1,Ametista,5.0,7.0,9.5,8.5,5.6,7.5,7.303,7.5104166666,2022
540,Feminino,1,-1,Ametista,5.0,7.0,9.5,8.5,5.6,7.5,7.303,8.958333333,2022
541,Masculino,1,-3,Quartzo,2.5,2.5,7.8,10.0,6.9,5.0,5.427,5.625,2022
542,Feminino,1,-1,Ametista,5.0,6.5,9.8,8.0,6.3,7.417,7.221,7.1770833332,2022
542,Feminino,1,-1,Ametista,5.0,6.5,9.8,8.0,6.3,7.417,7.221,8.75,2022
542,Feminino,1,-1,Ametista,5.0,6.5,9.8,8.0,6.3,7.417,7.221,7.03125,2022
543,Feminino,1,-1,Ametista,5.0,6.5,9.8,8.5,4.4,7.167,7.05,7.1875,2022
543,Feminino,1,-1,Ametista,5.0,6.5,9.8,8.5,4.4,7.167,7.05,8.75,2022
543,Feminino,1,-1,Ametista,5.0,6.5,9.8,8.5,4.4,7.167,7.05,8.90625,2022
544,Masculino,1,-1,Ágata,5.0,3.3,9.7,9.5,5.6,6.0,6.307,6.4166666666,2022
545,Masculino,1,-2,Ágata,5.0,5.5,6.6,9.5,7.5,7.5,6.723,6.4895833332,2022
546,Feminino,1,-1,Ágata,5.0,5.6,7.9,9.0,5.0,7.917,6.77,6.9583333334,2022
546,Feminino,1,-1,Ágata,5.0,5.6,7.9,9.0,5.0,7.917,6.77,8.75,2022
546,Feminino,1,-1,Ágata,5.0,5.6,7.9,9.0,5.0,7.917,6.77,5.15625,2022
547,Feminino,1,-1,Ametista,5.0,7.6,9.7,9.5,5.0,8.833,7.745,9.0,2022
547,Feminino,1,-1,Ametista,5.0,7.6,9.7,9.5,5.0,8.833,7.745,8.75,2022
547,Feminino,1,-1,Ametista,5.0,7.6,9.7,9.5,5.0,8.833,7.745,5.625,2022
548,Masculino,1,-2,Ametista,5.0,7.2,9.1,8.0,6.9,7.583,7.292,7.1145833334,2022
548,Masculino,1,-2,Ametista,5.0,7.2,9.1,8.0,6.9,7.583,7.292,8.333333333,2022
548,Masculino,1,-2,Ametista,5.0,7.2,9.1,8.0,6.9,7.583,7.292,5.9375,2022
549,Masculino,1,-1,Ágata,5.0,4.2,7.9,10.0,6.9,6.167,6.301,6.479166666599999,2022
549,Masculino,1,-1,Ágata,5.0,4.2,7.9,10.0,6.9,6.167,6.301,6.875,2022
549,Masculino,1,-1,Ágata,5.0,4.2,7.9,10.0,6.9,6.167,6.301,6.40625,2022
550,Feminino,1,-2,Ágata,5.0,1.9,9.0,9.0,6.9,6.25,6.026,6.6666666666,2022
551,Feminino,1,-2,Ágata,5.0,6.6,7.3,8.5,6.9,7.333,6.853,6.4166666668,2022
551,Feminino,1,-2,Ágata,5.0,6.6,7.3,8.5,6.9,7.333,6.853,8.541666667,2022
552,Masculino,1,-1,Ágata,5.0,5.5,8.8,9.5,5.0,7.167,6.625,6.166666666599999,2022
552,Masculino,1,-1,Ágata,5.0,5.5,8.8,9.5,5.0,7.167,6.625,6.666666667,2022
553,Feminino,1,-1,Ágata,5.0,3.3,6.9,9.5,6.9,8.167,6.39,6.729166666599999,2022
554,Masculino,1,-2,Quartzo,5.0,4.0,6.0,7.9,6.9,5.75,5.588,6.625,2022
555,Masculino,1,-2,Quartzo,5.0,4.4,8.1,9.5,5.0,5.167,5.949,5.5625,2022
555,Masculino,1,-2,Quartzo,5.0,4.4,8.1,9.5,5.0,5.167,5.949,6.25,2022
555,Masculino,1,-2,Quartzo,5.0,4.4,8.1,9.5,5.0,5.167,5.949,5.0,2022
556,Feminino,1,-1,Ametista,5.0,6.4,8.8,9.0,5.0,8.25,7.181,7.5520833332,2022
556,Feminino,1,-1,Ametista,5.0,6.4,8.8,9.0,5.0,8.25,7.181,9.166666667,2022
556,Feminino,1,-1,Ametista,5.0,6.4,8.8,9.0,5.0,8.25,7.181,6.40625,2022
557,Masculino,1,-1,Topázio,5.0,9.4,8.4,10.0,7.5,9.333,8.334,8.7708333332,2022
557,Masculino,1,-1,Topázio,5.0,9.4,8.4,10.0,7.5,9.333,8.334,9.375,2022
557,Masculino,1,-1,Topázio,5.0,9.4,8.4,10.0,7.5,9.333,8.334,10.0,2022
558,Masculino,1,-3,Quartzo,2.5,4.3,8.5,9.0,5.0,4.5,5.539,4.8125,2022
558,Masculino,1,-3,Quartzo,2.5,4.3,8.5,9.0,5.0,4.5,5.539,6.458333333,2022
558,Masculino,1,-3,Quartzo,2.5,4.3,8.5,9.0,5.0,4.5,5.539,6.09375,2022
559,Masculino,1,-1,Ametista,5.0,7.1,9.2,9.5,7.5,8.083,7.634,7.1875,2022
559,Masculino,1,-1,Ametista,5.0,7.1,9.2,9.5,7.5,8.083,7.634,8.958333333,2022
559,Masculino,1,-1,Ametista,5.0,7.1,9.2,9.5,7.5,8.083,7.634,6.25,2022
560,Masculino,1,-1,Quartzo,5.0,3.8,7.2,6.9,5.0,3.75,4.949,4.2708333334,2022
560,Masculino,1,-1,Quartzo,5.0,3.8,7.2,6.9,5.0,3.75,4.949,5.0,2022
561,Masculino,1,-1,Ametista,5.0,7.4,9.0,9.0,7.5,8.833,7.856,7.1354166666,2022
562,Feminino,1,-1,Ametista,5.0,8.0,9.0,8.0,7.5,8.75,7.855,8.34375,2022
562,Feminino,1,-1,Ametista,5.0,8.0,9.0,8.0,7.5,8.75,7.855,8.541666667,2022
562,Feminino,1,-1,Ametista,5.0,8.0,9.0,8.0,7.5,8.75,7.855,7.625,2022
563,Feminino,1,-1,Topázio,5.0,8.5,9.2,10.0,7.5,8.833,8.22,7.96875,2022
563,Feminino,1,-1,Topázio,5.0,8.5,9.2,10.0,7.5,8.833,8.22,8.75,2022
563,Feminino,1,-1,Topázio,5.0,8.5,9.2,10.0,7.5,8.833,8.22,8.125,2022
564,Masculino,1,-2,Quartzo,5.0,2.3,3.8,9.5,5.0,6.833,4.972,6.90625,2022
565,Masculino,1,-2,Quartzo,5.0,2.9,4.1,9.0,7.5,5.917,5.233,6.625,2022
566,Feminino,1,-2,Ametista,5.0,8.5,8.4,9.5,7.5,7.917,7.729,7.5625,2022
566,Feminino,1,-2,Ametista,5.0,8.5,8.4,9.5,7.5,7.917,7.729,8.958333333,2022
567,Masculino,1,-1,Ágata,5.0,4.8,6.0,9.5,7.5,6.833,6.281,6.7916666666,2022
568,Masculino,1,-3,Ametista,2.5,8.3,8.6,8.0,6.9,7.944,7.306,6.6145833334,2022
568,Masculino,1,-3,Ametista,2.5,8.3,8.6,8.0,6.9,7.944,7.306,8.125,2022
568,Masculino,1,-3,Ametista,2.5,8.3,8.6,8.0,6.9,7.944,7.306,6.5625,2022
569,Feminino,1,-2,Ametista,5.0,6.8,8.7,9.5,5.0,7.333,7.074,7.21875,2022
570,Feminino,1,-1,Quartzo,5.0,1.3,7.0,9.0,7.5,6.778,5.722,7.4979166666,2022
570,Feminino,1,-1,Quartzo,5.0,1.3,7.0,9.0,7.5,6.778,5.722,8.125,2022
570,Feminino,1,-1,Quartzo,5.0,1.3,7.0,9.0,7.5,6.778,5.722,7.1875,2022
571,Feminino,1,-1,Ágata,5.0,3.7,8.8,8.5,7.5,6.944,6.589,6.75,2022
571,Feminino,1,-1,Ágata,5.0,3.7,8.8,8.5,7.5,6.944,6.589,7.291666667,2022
571,Feminino,1,-1,Ágata,5.0,3.7,8.8,8.5,7.5,6.944,6.589,7.03125,2022
572,Masculino,1,0,Ametista,10.0,6.8,8.0,8.5,7.5,6.833,7.48,6.6770833332,2022
573,Masculino,1,-1,Topázio,5.0,8.2,9.9,9.5,7.5,8.944,8.261,8.6770833332,2022
573,Masculino,1,-1,Topázio,5.0,8.2,9.9,9.5,7.5,8.944,8.261,8.541666667,2022
573,Masculino,1,-1,Topázio,5.0,8.2,9.9,9.5,7.5,8.944,8.261,7.8125,2022
574,Masculino,1,-1,Ágata,5.0,7.5,7.2,9.5,5.0,6.944,6.86,6.90625,2022
574,Masculino,1,-1,Ágata,5.0,7.5,7.2,9.5,5.0,6.944,6.86,7.916666667,2022
575,Masculino,1,-2,Quartzo,5.0,2.8,6.1,8.0,7.5,7.0,5.889,6.9166666666,2022
576,Feminino,1,-1,Ametista,5.0,7.8,9.1,9.5,7.5,7.111,7.59,7.5625,2022
576,Feminino,1,-1,Ametista,5.0,7.8,9.1,9.5,7.5,7.111,7.59,9.21875,2022
576,Feminino,1,-1,Ametista,5.0,7.8,9.1,9.5,7.5,7.111,7.59,7.8125,2022
577,Feminino,1,-1,Ametista,5.0,9.0,9.3,9.5,7.5,7.111,7.862,7.5833333334,2022
577,Feminino,1,-1,Ametista,5.0,9.0,9.3,9.5,7.5,7.111,7.862,6.875,2022
577,Feminino,1,-1,Ametista,5.0,9.0,9.3,9.5,7.5,7.111,7.862,6.5625,2022
578,Masculino,1,-1,Topázio,5.0,9.5,10.0,9.5,8.8,9.611,8.814,8.4583333334,2022
578,Masculino,1,-1,Topázio,5.0,9.5,10.0,9.5,8.8,9.611,8.814,9.791666667,2022
578,Masculino,1,-1,Topázio,5.0,9.5,10.0,9.5,8.8,9.611,8.814,9.583333333,2022
579,Feminino,1,-1,Ágata,5.0,3.8,5.8,8.5,7.5,7.222,6.067,7.0208333334,2022
580,Feminino,1,-1,Ametista,5.0,7.6,9.6,8.0,7.5,7.167,7.525,7.21875,2022
580,Feminino,1,-1,Ametista,5.0,7.6,9.6,8.0,7.5,7.167,7.525,8.75,2022
580,Feminino,1,-1,Ametista,5.0,7.6,9.6,8.0,7.5,7.167,7.525,7.03125,2022
581,Masculino,1,-1,Ágata,5.0,5.0,8.9,7.5,7.5,5.889,6.464,6.604166666599999,2022
581,Masculino,1,-1,Ágata,5.0,5.0,8.9,7.5,7.5,5.889,6.464,6.458333333,2022
581,Masculino,1,-1,Ágata,5.0,5.0,8.9,7.5,7.5,5.889,6.464,6.5625,2022
582,Feminino,1,-1,Ametista,5.0,4.9,9.0,10.0,7.5,7.222,7.064,7.6458333332,2022
583,Feminino,1,-2,Ametista,5.0,7.1,9.4,8.5,7.5,7.333,7.456,7.34375,2022
583,Feminino,1,-2,Ametista,5.0,7.1,9.4,8.5,7.5,7.333,7.456,8.333333333,2022
583,Feminino,1,-2,Ametista,5.0,7.1,9.4,8.5,7.5,7.333,7.456,6.875,2022
584,Feminino,1,-1,Ágata,5.0,4.6,8.5,8.0,7.5,7.333,6.714,6.75,2022
584,Feminino,1,-1,Ágata,5.0,4.6,8.5,8.0,7.5,7.333,6.714,8.333333333,2022
584,Feminino,1,-1,Ágata,5.0,4.6,8.5,8.0,7.5,7.333,6.714,7.34375,2022
585,Feminino,1,0,Ametista,10.0,5.0,9.1,8.5,7.5,6.889,7.398,6.5,2022
586,Feminino,1,-1,Ametista,5.0,8.2,9.6,10.0,5.6,8.778,7.988,8.9166666666,2022
586,Feminino,1,-1,Ametista,5.0,8.2,9.6,10.0,5.6,8.778,7.988,8.333333333,2022
586,Feminino,1,-1,Ametista,5.0,8.2,9.6,10.0,5.6,8.778,7.988,8.75,2022
587,Masculino,1,-1,Ágata,5.0,3.8,9.3,9.5,7.5,6.167,6.632,6.5208333332,2022
587,Masculino,1,-1,Ágata,5.0,3.8,9.3,9.5,7.5,6.167,6.632,6.458333333,2022
587,Masculino,1,-1,Ágata,5.0,3.8,9.3,9.5,7.5,6.167,6.632,7.916666667,2022
588,Feminino,1,0,Topázio,10.0,9.3,10.0,9.5,5.6,8.278,8.622,7.9583333334,2022
588,Feminino,1,0,Topázio,10.0,9.3,10.0,9.5,5.6,8.278,8.622,8.958333333,2022
588,Feminino,1,0,Topázio,10.0,9.3,10.0,9.5,5.6,8.278,8.622,8.75,2022
589,Feminino,1,0,Ametista,10.0,5.8,9.4,9.5,7.5,7.056,7.744,6.5,2022
590,Feminino,1,-1,Ametista,5.0,7.4,8.6,8.5,7.5,7.611,7.435,7.9166666666,2022
590,Feminino,1,-1,Ametista,5.0,7.4,8.6,8.5,7.5,7.611,7.435,7.291666667,2022
590,Feminino,1,-1,Ametista,5.0,7.4,8.6,8.5,7.5,7.611,7.435,7.5,2022
591,Masculino,1,-1,Ametista,5.0,7.1,9.3,9.5,7.5,7.389,7.507,6.3750000002,2022
591,Masculino,1,-1,Ametista,5.0,7.1,9.3,9.5,7.5,7.389,7.507,5.833333333,2022
591,Masculino,1,-1,Ametista,5.0,7.1,9.3,9.5,7.5,7.389,7.507,5.78125,2022
592,Feminino,1,-1,Ametista,5.0,8.4,8.5,8.0,5.6,7.778,7.381,8.15625,2022
592,Feminino,1,-1,Ametista,5.0,8.4,8.5,8.0,5.6,7.778,7.381,7.916666667,2022
592,Feminino,1,-1,Ametista,5.0,8.4,8.5,8.0,5.6,7.778,7.381,7.65625,2022
593,Feminino,1,-1,Ágata,5.0,4.6,7.4,7.5,7.5,6.278,6.254,6.3333333334,2022
594,Masculino,1,-1,Ametista,5.0,7.8,9.4,8.0,7.5,6.889,7.392,6.208333333400001,2022
594,Masculino,1,-1,Ametista,5.0,7.8,9.4,8.0,7.5,6.889,7.392,6.875,2022
594,Masculino,1,-1,Ametista,5.0,7.8,9.4,8.0,7.5,6.889,7.392,8.125,2022
595,Masculino,1,-2,Quartzo,5.0,1.0,5.5,8.5,7.5,6.0,5.18,7.3125,2022
595,Masculino,1,-2,Quartzo,5.0,1.0,5.5,8.5,7.5,6.0,5.18,6.666666667,2022
596,Feminino,1,0,Topázio,10.0,9.3,10.0,9.5,7.5,9.0,8.971,8.15625,2022
597,Masculino,1,0,Topázio,10.0,8.0,10.0,9.0,7.5,7.056,8.265,7.4895833334,2022
597,Masculino,1,0,Topázio,10.0,8.0,10.0,9.0,7.5,7.056,8.265,9.0625,2022
597,Masculino,1,0,Topázio,10.0,8.0,10.0,9.0,7.5,7.056,8.265,7.5,2022
598,Feminino,1,-1,Ágata,5.0,3.7,7.2,9.5,7.5,6.944,6.35,6.4375,2022
599,Masculino,1,-1,Topázio,5.0,9.1,9.2,9.5,7.5,8.556,8.2,8.4687499998,2022
599,Masculino,1,-1,Topázio,5.0,9.1,9.2,9.5,7.5,8.556,8.2,8.333333333,2022
599,Masculino,1,-1,Topázio,5.0,9.1,9.2,9.5,7.5,8.556,8.2,7.083333333,2022
600,Feminino,1,0,Ágata,10.0,3.9,8.4,8.5,7.5,6.833,7.011,6.5000000002,2022
600,Feminino,1,0,Ágata,10.0,3.9,8.4,8.5,7.5,6.833,7.011,8.28125,2022
600,Feminino,1,0,Ágata,10.0,3.9,8.4,8.5,7.5,6.833,7.011,7.5,2022
601,Masculino,1,1,Ametista,10.0,5.7,9.7,9.0,7.5,7.167,7.713,7.0729166666,2022
601,Masculino,1,1,Ametista,10.0,5.7,9.7,9.0,7.5,7.167,7.713,9.0625,2022
601,Masculino,1,1,Ametista,10.0,5.7,9.7,9.0,7.5,7.167,7.713,8.75,2022
602,Masculino,1,-1,Ametista,5.0,8.6,9.7,10.0,7.5,7.667,8.041,6.479166666599999,2022
602,Masculino,1,-1,Ametista,5.0,8.6,9.7,10.0,7.5,7.667,8.041,8.75,2022
602,Masculino,1,-1,Ametista,5.0,8.6,9.7,10.0,7.5,7.667,8.041,8.28125,2022
603,Feminino,1,-1,Ametista,5.0,7.5,9.5,9.0,7.5,8.0,7.78,8.0416666666,2022
603,Feminino,1,-1,Ametista,5.0,7.5,9.5,9.0,7.5,8.0,7.78,7.708333333,2022
603,Feminino,1,-1,Ametista,5.0,7.5,9.5,9.0,7.5,8.0,7.78,6.875,2022
604,Feminino,1,-1,Ametista,5.0,8.8,9.0,9.0,7.5,8.333,8.018,8.0625,2022
604,Feminino,1,-1,Ametista,5.0,8.8,9.0,9.0,7.5,8.333,8.018,8.125,2022
604,Feminino,1,-1,Ametista,5.0,8.8,9.0,9.0,7.5,8.333,8.018,6.40625,2022
605,Feminino,1,-2,Ametista,5.0,7.1,9.3,6.9,6.9,7.556,7.276,7.25,2022
605,Feminino,1,-2,Ametista,5.0,7.1,9.3,6.9,6.9,7.556,7.276,7.291666667,2022
605,Feminino,1,-2,Ametista,5.0,7.1,9.3,6.9,6.9,7.556,7.276,7.0,2022
606,Masculino,1,-1,Ágata,5.0,1.8,9.0,9.5,7.5,6.111,6.127,6.6458333332,2022
606,Masculino,1,-1,Ágata,5.0,1.8,9.0,9.5,7.5,6.111,6.127,7.65625,2022
606,Masculino,1,-1,Ágata,5.0,1.8,9.0,9.5,7.5,6.111,6.127,8.125,2022
607,Masculino,1,-1,Ágata,5.0,4.0,8.1,6.8,7.5,7.444,6.44,6.3333333332,2022
607,Masculino,1,-1,Ágata,5.0,4.0,8.1,6.8,7.5,7.444,6.44,7.96875,2022
607,Masculino,1,-1,Ágata,5.0,4.0,8.1,6.8,7.5,7.444,6.44,7.1875,2022
608,Masculino,1,-1,Ametista,5.0,6.3,9.6,7.8,7.5,7.222,7.216,6.7812500002,2022
608,Masculino,1,-1,Ametista,5.0,6.3,9.6,7.8,7.5,7.222,7.216,7.96875,2022
608,Masculino,1,-1,Ametista,5.0,6.3,9.6,7.8,7.5,7.222,7.216,7.1875,2022
609,Masculino,1,-1,Ágata,5.0,6.0,7.6,8.5,7.5,7.056,6.794,6.7083333332,2022
609,Masculino,1,-1,Ágata,5.0,6.0,7.6,8.5,7.5,7.056,6.794,6.875,2022
610,Feminino,1,0,Topázio,10.0,6.5,9.6,9.0,7.5,8.5,8.18,8.2916666666,2022
610,Feminino,1,0,Topázio,10.0,6.5,9.6,9.0,7.5,8.5,8.18,8.541666667,2022
610,Feminino,1,0,Topázio,10.0,6.5,9.6,9.0,7.5,8.5,8.18,6.875,2022
611,Masculino,1,-2,Ametista,5.0,9.5,7.6,9.5,7.5,7.556,7.756,7.1041666668,2022
612,Feminino,1,-1,Ametista,5.0,7.9,9.2,9.0,7.5,7.167,7.594,7.5625,2022
612,Feminino,1,-1,Ametista,5.0,7.9,9.2,9.0,7.5,7.167,7.594,9.0625,2022
612,Feminino,1,-1,Ametista,5.0,7.9,9.2,9.0,7.5,7.167,7.594,9.6875,2022
613,Masculino,1,-2,Topázio,5.0,9.2,9.2,9.0,7.5,8.556,8.121,8.1458333332,2022
613,Masculino,1,-2,Topázio,5.0,9.2,9.2,9.0,7.5,8.556,8.121,6.71875,2022
613,Masculino,1,-2,Topázio,5.0,9.2,9.2,9.0,7.5,8.556,8.121,6.875,2022
614,Masculino,1,-2,Topázio,5.0,9.6,9.7,9.5,7.5,8.278,8.339,8.4583333332,2022
